,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2479,chevrolet beat,Kochi,2013,44378,Diesel,Manual,First,25.44,936.0,57.6,5.0,3.85
2482,skoda octavia,Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,14.5
2483,toyota innova,Delhi,2011,72000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,7.1
2484,audi a4,Chennai,2016,11000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,28.0
2485,maruti vitara,Kochi,2017,45362,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.38
2493,mercedes-benz new,Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,38.5
2496,volkswagen vento,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,8.95
2497,maruti swift,Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248.0,123.95847826488415,5.0,5.0
2501,maruti swift,Hyderabad,2016,51787,Diesel,Manual,First,17.8,1248.0,123.95847826488415,5.0,6.45
2503,maruti ertiga,Kolkata,2014,47052,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99
2504,ford fiesta,Kochi,2015,69749,Diesel,Manual,First,18.6,1388.0,67.0,5.0,3.82
2505,audi q7,Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,39.0
2506,audi a4,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75
2507,tata indica,Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.2
2508,hyundai verna,Chennai,2008,120000,Diesel,Manual,Second & Above,18.1,1493.0,110.0,5.0,2.0
2509,mercedes-benz e-class,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,56.5
2510,bmw 3,Mumbai,2014,18600,Diesel,Automatic,Second & Above,22.69,1995.0,190.0,5.0,21.0
2511,hyundai grand,Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.0
2518,maruti swift,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
2519,maruti swift,Pune,2018,30000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.0
2520,skoda octavia,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,16.61
2521,renault duster,Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.26
2522,mahindra scorpio,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.0
2523,bmw 5,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,34.51
2528,land rover,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,36.75
2530,bmw 5,Kochi,2014,64158,Diesel,Automatic,First,18.48,1784.8572624529093,123.95847826488415,5.279646017699115,17.89
2532,audi q7,Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,22.0
2534,maruti vitara,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.75
2535,maruti swift,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.79
2536,skoda rapid,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498.0,108.4,5.0,11.92
2537,audi q7,Coimbatore,2016,28733,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,53.11
2539,honda city,Pune,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.45
2541,mercedes-benz e-class,Kochi,2018,21603,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,70.15
2543,bmw 3,Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,19.5
2550,maruti ertiga,Delhi,2014,52000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.95
2551,renault duster,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.35
2553,audi a4,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.45
2554,skoda octavia,Hyderabad,2002,99000,Diesel,Manual,Second & Above,18.7,1896.0,66.0,5.0,1.9
2555,honda amaze,Pune,2016,62000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6.1
2556,toyota innova,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.95
2559,maruti swift,Chennai,2012,78000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.4
2562,toyota fortuner,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.5
2564,maruti swift,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.17
2565,hyundai verna,Delhi,2011,103814,Diesel,Manual,Second & Above,22.32,1582.0,126.32,5.0,4.5
2566,mahindra scorpio,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.75
2568,toyota innova,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8.25
2569,toyota innova,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.14
2570,toyota innova,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.6
2571,maruti swift,Kochi,2015,35082,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.61
2572,hyundai creta,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,13.23
2573,toyota innova,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494.0,100.0,8.0,4.75
2574,volkswagen vento,Mumbai,2011,83000,Diesel,Manual,Second & Above,20.54,1598.0,103.6,5.0,2.9
2583,maruti swift,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.75
2585,bmw x1,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,12.75
2586,audi a4,Coimbatore,2014,57773,Diesel,Automatic,Second & Above,17.11,1968.0,174.33,5.0,20.04
2593,audi q7,Bangalore,2015,21000,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,52.5
2598,renault duster,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461.0,83.8,5.0,6.69
2601,maruti swift,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5
2603,mercedes-benz new,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.5
2606,maruti ciaz,Kolkata,2015,62144,Diesel,Manual,Second & Above,26.21,1248.0,88.5,5.0,5.75
2607,hyundai verna,Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,11.5
2609,bmw 5,Chennai,2016,30000,Diesel,Automatic,Second & Above,18.12,1995.0,190.0,5.0,31.5
2611,maruti ritz,Pune,2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.52
2612,bmw 3,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,17.55
2613,maruti swift,Pune,2016,39000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.8
2614,maruti swift,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.95
2619,hyundai grand,Jaipur,2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.5
2620,tata indica,Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
2621,ford fiesta,Chennai,2006,89326,Diesel,Manual,Second & Above,17.8,1399.0,68.0,5.0,1.55
2622,renault duster,Pune,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5
2623,bmw 5,Pune,2012,95000,Diesel,Automatic,Second & Above,18.48,1784.8572624529093,123.95847826488415,5.279646017699115,18.0
2624,hyundai grand,Kochi,2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.96
2629,maruti ertiga,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
2631,hyundai creta,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,14.25
2632,volkswagen vento,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5
2640,maruti swift,Pune,2007,121000,Diesel,Manual,Second & Above,17.8,1248.0,123.95847826488415,5.0,2.35
2642,renault duster,Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8.0
2643,maruti swift,Hyderabad,2009,88096,Diesel,Manual,Second & Above,19.3,1248.0,73.9,5.0,3.5
2644,toyota innova,Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.9
2649,honda amaze,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,5.99
2650,hyundai creta,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.9
2653,honda amaze,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.5
2658,skoda rapid,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,5.96
2663,ford ecosport,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4.9
2669,ford endeavour,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,30.27
2670,mercedes-benz new,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,14.25
2673,skoda octavia,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.5
2674,tata indica,Chennai,2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,3.0
2676,hyundai creta,Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.28
2682,hyundai i20,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.18
2685,ford figo,Chennai,2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.5
2686,honda jazz,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.2
2687,mercedes-benz e-class,Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,29.5
2691,hyundai verna,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,5.1
2692,bmw 3,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.3
2693,hyundai verna,Delhi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.7
2695,ford figo,Hyderabad,2010,108882,Diesel,Manual,Second & Above,20.0,1399.0,68.0,5.0,2.4
2702,maruti vitara,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.34
2703,mahindra scorpio,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,3.25
2707,maruti vitara,Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.62
2708,maruti swift,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.25
2713,audi a6,Ahmedabad,2008,45000,Diesel,Automatic,Second & Above,16.77,2967.0,241.38,5.0,11.5
2715,maruti swift,Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.0
2716,ford ecosport,Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.33
2718,volkswagen vento,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.4
2726,hyundai verna,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.1
2727,hyundai i20,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,5.9
2731,maruti swift,Pune,2009,90000,Diesel,Manual,Second & Above,19.3,1248.0,73.9,5.0,3.0
2732,maruti swift,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.3
2735,ford fiesta,Chennai,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75
2736,hyundai verna,Chennai,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,9.0
2738,ford figo,Delhi,2014,45001,Diesel,Manual,Second & Above,20.0,1399.0,68.05,5.0,2.55
2742,bmw 5,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,19.5
2743,mahindra xuv500,Bangalore,2015,76000,Diesel,Manual,Second & Above,16.0,2179.0,140.0,7.0,12.0
2744,maruti ritz,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.9
2745,maruti vitara,Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.13
2748,hyundai creta,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.79
2750,maruti celerio,Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.1
2757,mercedes-benz new,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.62
2758,maruti swift,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.05
2759,maruti swift,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,7.5
2760,chevrolet beat,Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.1
2762,mercedes-benz new,Bangalore,2012,49000,Diesel,Automatic,Second & Above,14.84,2143.0,167.62,5.0,19.25
2763,toyota innova,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.92
2765,honda amaze,Ahmedabad,2014,20000,Diesel,Manual,Second & Above,25.8,1498.0,98.6,5.0,4.5
2766,hyundai i20,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.4
2768,mahindra scorpio,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,5.5
2776,maruti swift,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
2782,hyundai i20,Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.85
2784,nissan micra,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.6
2797,hyundai creta,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.25
2799,mahindra scorpio,Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.4
2806,hyundai i20,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11
2813,honda city,Jaipur,2014,74000,Diesel,Manual,Second & Above,25.1,1498.0,98.6,5.0,6.4
2816,mahindra xuv500,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31
2817,maruti ciaz,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1
2818,hyundai verna,Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83
2822,bmw 3,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0
2826,renault duster,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99
2831,mahindra xuv500,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49
2834,maruti swift,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5
2835,bmw 5,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.0
2837,mahindra xuv500,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46
2838,audi q7,Kochi,2016,72132,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,39.0
2839,bmw 5,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0
2854,mahindra scorpio,Bangalore,2007,81000,Diesel,Manual,Second & Above,12.05,2179.0,120.0,8.0,4.35
2855,toyota fortuner,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,33.13
2856,chevrolet beat,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63
2857,toyota innova,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75
2862,volkswagen vento,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9
2863,audi a6,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.57
2864,maruti swift,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76
2866,bmw 3,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92
2868,maruti swift,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
2873,volkswagen polo,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5
2875,honda amaze,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4
2876,audi a6,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,24.0
2878,volkswagen vento,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6
2879,audi a6,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0
2881,skoda rapid,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59
2882,ford figo,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29
2884,mercedes-benz new,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9
2885,toyota fortuner,Jaipur,2014,69000,Diesel,Manual,Second & Above,13.0,2982.0,168.5,7.0,20.0
2888,volkswagen vento,Hyderabad,2012,110000,Diesel,Manual,Second & Above,20.54,1598.0,103.6,5.0,3.65
2889,ford endeavour,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86
2891,maruti swift,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,123.95847826488415,5.0,5.0
2892,hyundai i20,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37
2893,toyota innova,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95
2895,ford figo,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3
2897,hyundai creta,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5
2898,audi a4,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5
2899,mahindra xuv500,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5
2901,maruti swift,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
2904,mercedes-benz e-class,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0
2905,bmw 5,Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5
2906,hyundai grand,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75
2908,maruti swift,Chennai,2007,140000,Diesel,Manual,Second & Above,17.8,1248.0,75.0,5.0,2.0
2910,toyota innova,Hyderabad,2009,135000,Diesel,Manual,Second & Above,12.8,2494.0,102.0,8.0,8.2
2912,mercedes-benz e-class,Mumbai,2008,68333,Diesel,Automatic,Second & Above,11.0,2987.0,198.5,5.0,8.5
2913,ford figo,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9
2914,toyota corolla,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5
2918,toyota fortuner,Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25
2919,volkswagen vento,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0
2920,toyota innova,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65
2921,ford figo,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5
2924,land rover,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83
2925,bmw 3,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5
2929,audi a6,Bangalore,2013,90000,Diesel,Automatic,Second & Above,12.4,2698.0,179.5,5.0,22.5
2930,nissan micra,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3
2932,renault duster,Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25
2933,toyota innova,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75
2935,mercedes-benz new,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22
2937,toyota innova,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25
2938,mercedes-benz new,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5
2940,maruti baleno,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
2943,ford ecosport,Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45
2945,honda jazz,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25
2946,mahindra xuv500,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28
2947,nissan micra,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7
2948,mercedes-benz new,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51
2950,maruti swift,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
2953,honda amaze,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2
2955,maruti ertiga,Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
2960,volkswagen polo,Delhi,2014,62000,Diesel,Manual,Second & Above,22.07,1199.0,73.9,5.0,4.25
2963,bmw 3,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45
2966,maruti swift,Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85
2967,maruti swift,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8
2974,ford ecosport,Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15
2976,hyundai i20,Hyderabad,2010,94500,Diesel,Manual,Second & Above,21.9,1396.0,90.0,5.0,3.1
2979,maruti swift,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7
2985,ford ecosport,Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25
2986,bmw 3,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69
2988,toyota innova,Chennai,2005,240000,Diesel,Manual,Second & Above,12.8,2494.0,102.0,8.0,5.1
2990,maruti ertiga,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25
2998,mercedes-benz new,Ahmedabad,2014,78616,Diesel,Automatic,Second & Above,14.84,2143.0,170.0,5.0,15.5
3001,maruti swift,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
3004,maruti ritz,Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
3005,toyota fortuner,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85
3010,maruti swift,Jaipur,2008,78000,Diesel,Manual,Second & Above,19.3,1248.0,73.9,5.0,2.3
3012,maruti swift,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95
3014,bmw 5,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7
3019,honda city,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98
3022,toyota fortuner,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5
3023,hyundai verna,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49
3024,mahindra xuv500,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85
3028,ford endeavour,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88
3030,bmw 3,Mumbai,2012,37000,Diesel,Automatic,Second & Above,22.69,1995.0,190.0,5.0,15.0
3032,maruti ritz,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75
3034,toyota fortuner,Jaipur,2011,148009,Diesel,Manual,Second & Above,11.5,2982.0,171.0,7.0,12.75
3038,bmw 3,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99
3039,mercedes-benz e-class,Hyderabad,2010,93000,Diesel,Automatic,Second & Above,14.21,2143.0,203.0,5.0,17.5
3040,maruti swift,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
3043,land rover,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7
3045,mercedes-benz new,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5
3047,volkswagen polo,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99
3048,maruti vitara,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9
3049,renault duster,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49
3050,tata indica,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1
3052,hyundai xcent,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5
3053,hyundai verna,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0
3056,maruti swift,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95
3059,bmw 3,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67
3062,audi q7,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88
3063,maruti ciaz,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9
3064,honda city,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99
3066,audi a6,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0
3074,maruti swift,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9
3076,toyota innova,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
3079,ford endeavour,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8
3081,hyundai i20,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0
3083,toyota corolla,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87
3084,mahindra scorpio,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5
3087,bmw 3,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08
3090,hyundai verna,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45
